Country or Area,Year,co2_gigagrams,hfc_gigagrams,methane_gigagrams,pfc_gigagrams,sf6_gigagrams,n2o_gigagrams
Australia,2012,3.978.306.047,7.945.106.379,1.117.094.988,2.536.974.615,1.341.112.518,2.577.542.951
Australia,2011,3.981.613.872,7.512.150.105,1.102.747.423,259.250.564,1.341.366.201,2.520.109.362
Australia,2010,3.993.648.191,6.942.606.891,1.090.626.389,2.437.640.112,1.451.859.446,2.445.185.748
Australia,2009,3.986.687.713,6.353.309.697,1.108.065.324,3.078.866.559,143.230.925,248.979.032
Australia,2008,3.990.841.509,5.810.538.264,113592.76,3.811.356.105,1.584.000.936,2.554.677.744
Australia,2007,3.939.183.205,5.228.388.902,1.129.109.625,499.596.277,1.700.447.376,2.520.346.451
Australia,2006,3.859.693.355,4.645.725.869,1.127.042.423,5.890.959.238,1.808.369.254,2.579.591.364
Australia,2005,3.804.404.543,4.259.078.425,1.114.563.782,1.536.232.745,1.908.478.094,2.559.626.495
Australia,2004,3.766.698.639,3.631.988.043,1.113.002.355,1.469.480.859,2.177.829.442,2.574.788.365
Australia,2003,3.646.051.036,3.045.944.086,1.111.146.627,1.443.875.055,2.162.402.246,2.580.954.226
Australia,2002,3.582.962.618,2.489.712.525,1.146.049.823,1.481.291.287,2.122.523.515,2.650.042.861
Australia,2001,3.542.664.988,1.962.599.355,1.174.170.372,1.544.961.969,2.060.162.805,2.695.001.251
Australia,2000,3.466.208.507,1.374.625.331,1.150.362.995,1.103.547.038,1.998.500.551,2.547.774.581
Australia,1999,3.406.054.425,1.168.266.453,1.126.101.531,9.766.469.094,2.055.265.835,2.405.067.006
Australia,1998,3.311.232.263,8.465.457.857,1.138.825.203,1.423.754.976,2.340.926.523,2.307.008.313
Australia,1997,3.177.722.529,5.952.294.679,113.473.094,1.053.035.913,2.604.641.367,2.253.854.814
Australia,1996,3.095.242.626,347.133.584,1.102.488.711,1.209.294.925,2.826.617.467,2.160.093.803
Australia,1995,3.025.764.261,7.981.993.775,1.112.472.463,1.312.562.597,3.168.930.173,2.061.263.505
Australia,1994,291.375.934,8.121.840.448,1.093.474.497,1.855.815.281,2.962.770.796,1.954.446.772
Australia,1993,2.868.043.815,1.446.588,1.122.409.751,2.842.786.222,2.775.326.243,1.918.881.185
Australia,1992,2.825.301.556,1.053.936,1.143.970.991,3.946.926.917,2.587.687.055,1.857.736.439
Australia,1991,2.775.903.048,112.627.008,115.081.462,3.953.323.881,2.399.904.177,1.848.654.312
Australia,1990,2.761.375.504,112.627.008,1.151.843.421,3.950.125.399,2.211.992.291,1.835.420.979
Austria,2012,6.773.346.873,1.431.451.585,5.306.175.712,4.045.678,3.261.753.721,5.221.634.376
Austria,2011,7.035.369.785,1.349.001.695,5.393.543.082,6.007.083,3.215.297.746,5.282.995.404
Austria,2010,7.236.611.548,12.856.477,5.562.122.945,6.393.398,3.515.004.903,5.178.527.519
Austria,2009,6.756.775.633,1.134.263.607,5.642.348.343,286.404,357.535.455,5.417.429.389
Austria,2008,738.044.841,1.082.021.121,5.743.372.139,16.712.525,3.908.711.991,5.694.156.363
Austria,2007,7.398.007.174,1.042.647.839,5.866.548.055,183.719,3.842.159.438,5.510.220.565
Austria,2006,7.663.308.254,1.004.147.735,5.978.841.155,13.693.945,4.748.788.099,5.482.904.328
Austria,2005,7.939.293.686,9.973.659.353,6.099.426.938,1.250.427,5.171.232.593,5.449.044.758
Austria,2004,7.822.922.315,1.020.166.462,6.277.006.243,1.254.909,5.070.707.337,5.410.393.563
Austria,2003,7.780.099.197,9.525.147.712,6.447.662.129,10.219.542,5.755.780.813,6.105.654.465
Austria,2002,7.174.762.552,8.747.778.459,6.447.393.383,8.345.778.927,6.428.899.618,6.179.420.446
Austria,2001,7.002.931.183,7.738.646.494,654.500.524,9.002.663.927,6.596.879.117,6.176.765.578
Austria,2000,6.599.285.904,6.468.162.156,6.676.681.954,674.564,6.022.465.232,6.290.904.209
Austria,1999,6.534.317.335,6.324.772.603,6.823.581.189,64.192.525,7.089.835.181,6.393.869.367
Austria,1998,667.439.841,5.553.978.755,6.978.462.212,443.960.941,9.118.413.569,6.418.934.763
Austria,1997,6.716.248.996,4.609.931.782,7.119.090.457,9.648.288,1.138.809.574,6.299.941.774
Austria,1996,6.736.529.505,3.925.699.572,7.429.432.302,659.187,1.233.686.363,6.267.873.288
Austria,1995,6.392.404.007,3.396.410.101,7.651.931.535,683.865,1.153.197.256,6.606.365.153
Austria,1994,6.087.708.511,2.603.292.757,7.737.860.386,5.829.723,9.708.792.466,6.440.995.597
Austria,1993,604.821.679,2.370.064.882,7.972.226.788,5.256.522,7.799.276.494,5.960.220.865
Austria,1992,6.010.020.593,2.651.389.389,8.022.120.137,43.981.281,6.879.713.817,6.134.149.826
Austria,1991,6.560.205.162,2.472.932.613,8.304.629.904,1.030.484.331,6.438.151.141,6.529.380.712
Austria,1990,6.201.774.583,2.255.005.794,8.332.119.843,1.022.646.321,4.933.659.864,6.197.924.098
Belarus,2012,5.749.068.938,,153.905.419,,22.653.615,1.639.982.922
Belarus,2011,5.538.085.395,,154.763.028,,23.597.904,1.664.004.079
Belarus,2010,5.829.796.494,1.310.488,1.522.188.951,,24.199.706,1.589.051.749
Belarus,2009,5.680.856.531,3.219.523,1.496.870.654,,24.199.706,1.604.775.614
Belarus,2008,6.032.870.211,3.579.872,1.452.067.603,,2.39,1.571.154.232
Belarus,2007,5.827.999.684,3.099.902,1.417.644.179,,2.270.022,1.482.195.249
Belarus,2006,5.912.846.177,30.048.152,1.380.416.461,,1.869.936,1.507.945.704
Belarus,2005,5.666.976.786,2.618.598,131.164.577,,14.818,143.598.253
Belarus,2004,5.625.849.785,2.313.739,1.277.720.219,,1.025.788,1.383.603.591
Belarus,2003,5.289.132.387,1.924.131,122.106.862,,0.69071,1.343.963.936
Belarus,2002,5.252.880.231,1.638.157,1.129.190.534,,0.495208,1.295.029.885
Belarus,2001,5.234.703.092,1.290.184,1.136.731.151,,0.46366,1.348.891.361
Belarus,2000,5.331.927.583,934.836,1.142.184.734,,0.4063,1.441.422.344
Belarus,1999,5.540.410.805,797.981,1.162.746.273,,0.371884,144.361.555
Belarus,1998,5.806.484.995,712.822,1.187.946.414,,0.277718,1.499.804.245
Belarus,1997,5.986.795.087,534.362,1.192.010.349,,0.240434,1.493.648.058
Belarus,1996,5.855.379.294,367.858,1.187.242.412,,0.046844,1.447.791.515
Belarus,1995,5.759.977.278,284.229,1.170.496.059,,0.00717,1.353.214.054
Belarus,1994,6.450.622.654,,1.231.624.335,,,1.490.743.967
Belarus,1993,7.720.420.693,,1.347.294.381,,,1.692.926.059
Belarus,1992,9.006.021.181,,141.432.594,,,1.777.744.537
Belarus,1991,9.747.536.169,,14.484.599,,,1.976.347.155
Belarus,1990,1.038.068.471,,1.521.715.745,,,2.012.722.463
Belgium,2012,1.006.593.803,214.019.402,6.392.291.172,2.201.239.657,1.170.019.646,6.991.323.928
Belgium,2011,104.270.664,207.645.237,6.465.842.863,1.790.276.586,1.163.379.383,703.718.918
Belgium,2010,1.134.292.061,1.999.478.895,6.661.316.786,8.556.274.463,1.065.643.284,8.328.807.858
Belgium,2009,1.068.272.609,1.916.350.735,6.580.660.342,1.158.711.552,9.771.933.677,7.670.657.475
Belgium,2008,1.194.525.491,1.838.933.329,6.656.803.462,2.020.840.391,9.090.616.906,7.582.214.279
Belgium,2007,1.170.694.409,1.743.840.744,6.786.628.882,180.690.562,8.281.769.206,7.577.229.358
Belgium,2006,1.215.370.957,156.159.705,6.789.326.334,1.589.820.766,8.037.810.875,8.214.848.193
Belgium,2005,1.243.435.679,1.460.430.414,6.848.211.358,1.544.498.776,1.011.806.692,9.161.957.212
Belgium,2004,1.280.719.161,1.475.023.082,7.025.650.497,3.075.513.063,9.408.916.571,9.423.742.358
Belgium,2003,1.272.759.324,1.437.619.634,7.069.699.013,2.089.767.784,1.063.256.114,9.218.266.386
Belgium,2002,1.254.593.913,1.281.363.278,7.487.202.216,8.240.483.274,1.211.945.751,1.028.631.017
Belgium,2001,1.251.364.364,1.061.622.356,7.848.788.714,2.227.898.327,1.455.347.716,1.076.781.786
Belgium,2000,1.251.516.958,9.333.583.127,8.230.521.301,3.610.880.481,1.506.552.505,1.102.983.921
Belgium,1999,1.234.475.594,804.306.006,8.554.742.532,3.481.095.436,1.549.071.317,1.163.785.138
Belgium,1998,1.289.663.949,77.581.898,8.695.005.812,6.694.237.317,3.099.704.729,1.179.496.732
Belgium,1997,1.227.230.959,6.418.938.327,8.839.058.791,1.211.477.608,5.646.417.746,1.169.952.631
Belgium,1996,1.283.540.905,5.339.698.376,9.007.776.385,2.217.411,2.158.838.288,120.358.444
Belgium,1995,1.243.236.244,4.487.138.415,9.256.120.398,23.352.373,2.242.589.768,1.172.060.183
Belgium,1994,1.234.009.572,4.479.430.615,9.235.689.964,21.130.409,2.023.583.245,1.126.382.678
Belgium,1993,1.189.121.274,4.395.886.433,9.273.152.865,17.586.719,1.664.796.445,1.071.720.522
Belgium,1992,1.199.089.868,4.395.886.433,9.343.150.728,18.295.238,1.732.051.045,1.044.162.545
Belgium,1991,1.214.465.558,,9.472.116.254,16.777.168,1.564.488.145,107.897.632
Belgium,1990,1.189.888.217,,9.659.084.875,17.533.197,1.650.719.345,1.090.018.317
Bulgaria,2012,4.836.394.947,456.407.745,7.185.373.932,0.043845795,1.196.274.274,5.027.888.657
Bulgaria,2011,5.319.735.176,4.100.411.573,7.574.957.337,0.0505323,1.487.331.092,4.798.473.739
Bulgaria,2010,4.772.136.822,3.722.031.864,7.317.577.552,0.044289,1.306.932.971,484.777.552
Bulgaria,2009,454.168.088,3.497.164.356,7.308.099.178,0.01638,9.974.266.398,4.640.652.583
Bulgaria,2008,5.370.776.783,3.213.192.527,7.674.955.675,,9.599.871.413,5.129.057.287
Bulgaria,2007,5.546.583.857,2.090.815.108,782.666.569,,9.239.529.753,4.911.904.541
Bulgaria,2006,5.168.893.857,1.678.179.047,7.804.481.462,,889.271.391,4.834.554.934
Bulgaria,2005,5.030.444.905,1.143.416.001,7.888.719.572,,8.558.916.179,5.395.656.572
Bulgaria,2004,4.943.295.544,8.006.192.318,8.443.062.084,,8.526.080.015,5.627.614.994
Bulgaria,2003,5.050.452.991,5.990.514.432,8.777.535.104,,8.058.676.763,503.955.271
Bulgaria,2002,4.626.032.967,4.197.772.757,7.988.067.183,,7.616.896.751,535.093.555
Bulgaria,2001,4.925.577.026,2.915.887.303,7.863.643.072,,7.199.335.304,5.487.042.932
Bulgaria,2000,455.227.648,1.844.169.431,8.497.684.675,,6.804.664.748,5.425.149.935
Bulgaria,1999,4.615.741.795,1.458.275.596,8.626.063.332,,6.431.630.197,5.459.520.321
Bulgaria,1998,5.263.569.388,1.023.551.442,9.248.447.603,,6.079.045.555,5.171.068.946
Bulgaria,1997,5.562.591.054,6.400.174.541,1.005.041.669,,5.745.789.749,6.290.562.065
Bulgaria,1996,58.395.928,4.199.085.204,1.060.029.713,,5.430.803.166,657.094.312
Bulgaria,1995,5.804.307.817,2.388.195.306,1.085.727.106,,5.133.084.278,679.725.693
Bulgaria,1994,5.629.107.672,0.015990053,1.133.987.261,,4.851.686.463,7.237.563.233
Bulgaria,1993,5.844.696.093,0.007410639,1.268.214.037,,4.585.714.993,7.318.393.374
Bulgaria,1992,5.790.180.599,0.00217425,142.144.293,,433.432.419,8.005.117.165
Bulgaria,1991,6.148.910.225,0.72475,1.529.943.021,,4.096.714.735,9.532.500.355
Bulgaria,1990,8.023.164.716,,1.655.478.325,,387.213.113,123.482.869
Canada,2012,5.505.465.937,7.782.902.339,90.563.313,1.551.634.232,4.486.267.487,4.773.339.788
Canada,2011,5.572.896.908,7.547.116.008,8.857.902.575,1.455.988.032,4.222.094.229,4.591.834.414
Canada,2010,5.544.082.391,7.072.550.327,8.859.838.633,160.752.257,4.590.097.045,4.715.654.725
Canada,2009,5.425.211.917,6.306.341.586,9.085.097.835,2.171.965.946,3.930.584.732,4.706.970.236
Canada,2008,5.765.747.423,5.550.652.377,942.228.411,2.252.318.593,6.839.462.908,5.179.619.592
Canada,2007,594.659.043,5.483.713.242,9.676.981.689,2.193.704.785,7.719.828.264,4.941.065.331
Canada,2006,5.717.514.822,5.105.857.147,9.860.931.482,2.583.904.138,1.595.896.041,4.820.319.092
Canada,2005,5.767.408.875,5.296.469.875,9.860.075.673,3.317.257.312,1.492.140.463,5.038.153.735
Canada,2004,5.831.330.192,4.795.348.904,9.847.121.305,3.046.980.147,2.456.877.365,5.166.489.188
Canada,2003,5.841.158.077,4.421.707.941,9.687.663.768,3.019.025.031,2.787.456.818,4.895.806.014
Canada,2002,5.669.542.415,391.558.223,9.618.195.564,2.994.811.376,3.169.415.335,464.073.812
Canada,2001,561253.21,3.507.830.658,9.613.244.518,3.500.415.516,2.688.576.447,4.686.748.169
Canada,2000,5.677.382.515,2.936.124.966,9.467.966.327,4.311.083.903,3.051.863.054,4.864.549.638
Canada,1999,5.457.934.129,2.413.687.443,9.193.705.153,4.645.284.652,2.534.012.423,4.883.482.176
Canada,1998,5.301.038.555,1.934.676.235,9.207.633.177,560.184.211,2.478.260.987,5.108.421.787
Canada,1997,5.212.816.892,1.397.694.952,9.069.270.327,5.512.709.001,1.923.000.029,55.174.175
Canada,1996,5.073.074.062,8.515.338.496,8.900.544.546,5.622.827.923,1.861.251.821,5.640.664.849
Canada,1995,4.909.458.249,479.412.052,8.591.188.161,5.489.588.823,2.395.558.826,5.384.976.535
Canada,1994,4.782.287.848,,8.255.865.226,5.965.332.094,2.570.179.967,5.303.539.932
Canada,1993,4.638.859.023,,7.964.338.734,6.450.318.346,2.498.693.011,495.298.756
Canada,1992,4.643.963.388,6.559.722,7.730.778.439,6.556.818.459,2.691.118.611,4.855.419.638
Canada,1991,4.501.265.982,8.353.332,7.355.855.001,6.949.976.395,3.873.672.363,4.786.777.889
Canada,1990,4.590.379.801,767.251.368,7.200.296.179,6.538.834.525,339.219.519,491.688.896
Croatia,2012,1.923.320.131,48.561.912,3.422.543.649,0.02471,95.997.696,3.267.815.931
Croatia,2011,2.091.799.738,48.490.769,3.626.131.058,0.0133,98.172.596,3.503.595.488
Croatia,2010,2.133.040.542,47.225.099,3.686.794.611,0.02912,93.187.534,3.394.625.866
Croatia,2009,2.199.110.081,435.676.785,363.340.854,0.204435,8.392.724,3.321.702.307
Croatia,2008,23.770.695,424.416.323,3.631.169.707,,12.554.431,3.562.021.074
Croatia,2007,2.501.834.483,405.943.608,3.715.345.018,,1.367.884.235,3.590.452.837
Croatia,2006,2.373.387.582,365.453.765,3.590.455.633,,1.363.582.235,3.550.557.985
Croatia,2005,235.013.758,33.347.076,333.313.452,,136.553.606,3.505.916.119
Croatia,2004,231.594.151,30.010.936,3.403.345.084,,131.731.781,3.517.320.368
Croatia,2003,2.353.413.855,26.302.609,3.264.794.227,,1.286.994.685,31.316.549
Croatia,2002,2.211.085.973,225.105.335,3.192.317.026,,125.912.131,3.303.676.225
Croatia,2001,2.104.076.015,1.934.152,3.135.275.521,,1.225.691.185,3.382.372.254
Croatia,2000,2.009.950.916,17.067.812,3.009.213.255,,121.825.231,3.334.752.174
Croatia,1999,2.054.530.428,142.615.185,2.952.516.718,,1.257.119.685,3.282.162.543
Croatia,1998,1.963.403.205,11.818.903,2.947.578.777,,125.676.716,2.965.144.964
Croatia,1997,1.893.862.657,9.087.307,3.125.786.332,,119.785.366,3.430.087.119
Croatia,1996,1.784.536.797,6.831.959,3.074.487.826,,1.212.773.235,3.151.152.006
Croatia,1995,1.721.375.799,4.936.643,3.086.833.533,,116.572.011,3.140.097.507
Croatia,1994,1.649.832.557,,3.126.613.423,,1.115.739.235,3.273.948.372
Croatia,1993,1.717.050.987,,3.358.023.212,,110.387.886,3.224.397.529
Croatia,1992,1.671.483.181,,3.199.532.405,,1.091.958.735,3.734.938.241
Croatia,1991,1.736.143.277,,3.483.609.867,642.443.634,1.083.115.735,3.794.274.475
Croatia,1990,2.333.956.366,,3.696.548.278,936.564.272,1.095.424.235,3.954.370.431
Cyprus,2012,7.082.826.233,2.604.391.797,1.303.681.967,,0.087392415,6.122.667.103
Cyprus,2011,7.566.185.962,2.591.156.032,1.241.366.407,,0.086998801,6.154.748.509
Cyprus,2010,78.318.194,2.497.815.991,1.294.727.152,,0.084758228,612.625.764
Cyprus,2009,8.203.317.844,2.302.663.002,1.276.368.029,,0.07301024,5.891.679.695
Cyprus,2008,8.474.103.487,2.060.011.027,1.273.710.927,,0.08569183,6.046.842.307
Cyprus,2007,8.310.857.445,1.806.392.465,1.265.747.964,,0.08050291,624.438.283
Cyprus,2006,8.036.210.831,1.518.707.018,127.669.646,,0.076542603,5.969.175.897
Cyprus,2005,7.857.892.993,1.211.949.164,1.275.124.076,,0.072457691,6.318.488.811
Cyprus,2004,7.713.048.041,1.016.774.942,1.293.634.814,,0.068268196,6.863.437.057
Cyprus,2003,7.483.988.573,7.789.091.725,1.287.131.199,,0.011691059,7.226.501.025
Cyprus,2002,7.102.885.619,5.581.679.284,1.282.814.241,,0.011581911,7.466.574.927
Cyprus,2001,690.686.412,4.033.981.492,1.246.567.989,,0.010971799,7.064.121.263
Cyprus,2000,7.037.972.461,2.868.805.324,1.185.946.874,,0.010575529,6.514.259.123
Cyprus,1999,6.786.680.974,2.186.551.397,1.166.360.382,,,6.659.468.665
Cyprus,1998,6.516.786.253,1.405.648.775,1.154.772.234,,,6.498.931.117
Cyprus,1997,6.221.585.913,8.712.157.008,1.145.848.135,,,6.367.245.226
Cyprus,1996,6.120.637.944,4.449.188.219,1.131.604.801,,,6.465.996.168
Cyprus,1995,5.776.694.256,2.302.581.812,1.119.296.859,,,6.252.344.969
Cyprus,1994,5.914.869.701,0.00917366,1.060.983.254,,,6.096.364.801
Cyprus,1993,5.675.479.913,0.005442725,103.418.591,,,6.103.830.433
Cyprus,1992,5.413.222.367,,9.911.969.498,,,6.001.356.135
Cyprus,1991,507.023.489,,9.460.210.287,,,550.309.331
Cyprus,1990,4.626.875.165,,9.099.078.316,,,5.510.671.767
Czech Republic,2012,111.301.871,2.082.748.727,10.255.769,6.569.178.058,9.210.798.351,7.727.049.201
Czech Republic,2011,1.150.692.563,1.924.516.957,1.032.950.378,9.074.923.618,8.367.363.879,7.860.515.224
Czech Republic,2010,1.171.411.392,168.882.118,103.690.695,3.665.843.049,7.145.313.899,7.700.669.854
Czech Republic,2009,1.144.719.457,1.423.872.206,102.083.407,3.313.315.016,1.054.499.878,7.962.921.804
Czech Republic,2008,121.731.454,1.314.120.496,1.052.332.107,2.823.423.065,9.518.514.756,8.492.322.158
Czech Republic,2007,1.272.372.363,1.116.446.149,1.041.608.376,2.057.139.703,8.871.173.817,8.366.800.832
Czech Republic,2006,1.269.579.765,8.206.373.372,107.889.037,2.218.138.462,1.020.767.179,8.329.369.888
Czech Republic,2005,1.261.557.642,617.022.198,1.054.681.033,977.313.859,1.131.887.375,8.522.486.546
Czech Republic,2004,1.275.706.304,5.299.614.071,1.022.406.934,8.459.714.078,1.211.494.839,8.819.962.015
Czech Republic,2003,1.265.995.728,4.464.970.519,1.050.528.364,5.670.331.302,1.509.057.479,8.119.328.058
Czech Republic,2002,1.231.716.741,3.514.966.239,1.055.360.736,116.907.613,1.283.569.883,8.628.124.498
Czech Republic,2001,1.261.125.697,2.701.806.193,1.088.324.856,6.485.345.471,1.113.512.567,8.942.577.252
Czech Republic,2000,1.261.297.717,1.783.602.428,1.114.017.055,3.115.293.553,1.108.169.225,8.767.890.737
Czech Republic,1999,1.162.793.541,129.468.995,119.177.267,0.655676891,9.614.106.539,8.683.405.357
Czech Republic,1998,1.231.571.134,1.187.637.461,1.244.315.248,1.211.672.052,8.567.117.686,8.861.554.768
Czech Republic,1997,1.297.128.234,8.807.413.939,1.287.810.874,1.241.413.499,8.869.221.612,9.047.291.214
Czech Republic,1996,1.332.353.978,3.144.741.586,1.320.520.391,0.3799824,9.227.508.709,8.974.840.158
Czech Republic,1995,1.289.089.744,0.207798838,1.340.846.633,0.007,8.265.472.651,9.373.218.986
Czech Republic,1994,1.267.546.174,,1.351.798.213,,8.179.725.741,9.080.844.347
Czech Republic,1993,1.357.644.506,,1.437.300.757,,8.089.594.114,9.248.454.454
Czech Republic,1992,1.398.165.874,,1.531.546.461,,7.991.272.772,1.041.221.285
Czech Republic,1991,1.541.803.325,,1.626.356.528,,7.884.508.425,1.167.000.272
Czech Republic,1990,1.646.941.606,,17.888.887,,7.916.875,1.348.348.772
Denmark,2012,4.079.882.417,6.786.030.904,5.522.202.228,853.509.647,1.180.487.001,599.179.613
Denmark,2011,4.547.543.158,777.538.207,5.578.159.802,1.105.670.582,7.335.150.264,6.136.135.293
Denmark,2010,5.041.996.491,8.230.723.794,5.642.354.692,1.326.995.319,3.805.261.999,6.069.816.722
Denmark,2009,4.993.619.584,8.170.217.116,5.601.372.754,1.417.678.912,3.689.701.546,610.574.767
Denmark,2008,5.233.293.493,871.635.964,568.859.778,1.279.120.503,3.175.826.936,6.466.671.335
Denmark,2007,5.586.025.125,8.680.522.475,573.151.784,153.623.142,3.048.294.279,6.414.755.103
Denmark,2006,6.060.886.487,8.404.757.444,5.721.471.546,1.568.353.605,3.613.618.485,6.247.039.741
Denmark,2005,5.263.827.995,8.190.164.514,5.706.889.544,139.039.345,2.190.981.647,6.388.789.439
Denmark,2004,5.627.825.065,7.720.530.118,5.771.567.291,1.590.154.558,333.342.379,701.866.888
Denmark,2003,6.176.044.118,7.156.634.532,5.926.328.632,1.934.104.506,3.145.447.817,7.384.121.307
Denmark,2002,565.683.226,6.888.345.687,5.926.416.529,2.216.771.813,2.510.298.519,7.701.993.059
Denmark,2001,5.704.927.482,6.603.531.496,600.203.272,2.212.716.042,304.831.288,7.784.239.456
Denmark,2000,5.527.729.309,612.955.157,5.896.025.186,1.789.038.935,5.930.805.548,8.091.327.208
Denmark,1999,5.951.720.393,5.086.076.675,5.896.903.543,1.248.154.373,6.545.159.172,827.035.518
Denmark,1998,6.207.048.366,4.131.356.601,6.001.954.153,909.671.525,5.961.133.775,8.383.525.466
Denmark,1997,6.614.531.219,3.248.006.559,6.008.499.206,41.185.725,7.324.170.632,8.183.766.932
Denmark,1996,7.547.074.488,32.943.622,6.154.907.189,1.659.525,61.126.353,8.217.863.494
Denmark,1995,6.206.144.559,2.177.771.506,610.179.479,0.50225,1.075.271.478,8.791.395.637
Denmark,1994,6.522.694.233,1.345.610.331,6.051.411.401,0.0525,1.222.022.475,9.055.369.355
Denmark,1993,6.127.309.274,939.338,6.140.891.498,,1.013.004.488,9.032.607.239
Denmark,1992,5.912.134.076,,6.033.657.518,,8.927.367,9.218.340.868
Denmark,1991,648.620.112,,602.698.635,,635.023,9.579.687.186
Denmark,1990,5.420.024.217,,5.954.537.827,,44.454,9.821.254.436
Estonia,2012,1.707.927.861,1.673.596.446,9.316.581.338,,1.964.848.636,1.009.209.199
Estonia,2011,1.842.718.627,1.597.231.088,9.244.308.977,,1.853.812.941,9.718.485.079
Estonia,2010,1.780.332.033,1.530.378.629,9.677.854.977,,1.811.040.999,9.674.669.575
Estonia,2009,1.415.798.013,1.383.103.826,9.472.538.666,,144.025.702,9.445.952.556
Estonia,2008,1.736.555.313,1.314.769.822,1.013.233.108,0.038493,134.974.772,1.035.350.467
Estonia,2007,1.887.346.304,1.491.494.204,1.012.565.363,0.06097,0.9659185,9.136.244.711
Estonia,2006,1.584.305.313,135.476.142,1.007.598.092,0.074893,11.538.442,851.048.821
Estonia,2005,1.642.174.489,1.183.287.958,1.012.361.826,,10.761.692,8.687.851.624
Estonia,2004,1.708.421.334,1.046.149.877,1.044.382.607,,10.814.989,8.958.635.912
Estonia,2003,1.683.640.381,9.192.062.382,1.019.146.561,,132.799.394,8.638.609.797
Estonia,2002,150.094.171,8.651.559.933,9.984.171.712,,14.351.233,8.417.017.573
Estonia,2001,1.550.347.773,8.546.957.099,1.056.703.572,,174.397.583,8.982.985.355
Estonia,2000,1.514.908.681,6.954.278.424,1.026.631.838,,272.968.114,9.122.787.091
Estonia,1999,1.552.315.911,5.564.588.699,9.843.210.877,,3.013.922.645,8.888.177.571
Estonia,1998,1.667.522.134,459.253.399,1.048.811.163,,298.558.322,1.042.704.077
Estonia,1997,1.825.377.905,3.638.459.279,1.056.373.743,,298.843.688,9.876.523.629
Estonia,1996,1.870.820.606,3.058.251.789,9.976.542.476,,349.393.861,9.920.247.907
Estonia,1995,1.799.782.734,2.536.581.396,9.844.389.519,,3.222.689.384,1.058.180.621
Estonia,1994,1.966.486.283,2.066.811.782,1.023.906.041,,3.110.858.356,1.192.854.531
Estonia,1993,1.880.108.191,1.805.900.222,1.067.111.338,,1.453.409.788,1.380.356.728
Estonia,1992,2.420.860.474,159.210.727,133.536.747,,0.094711219,1.837.621.299
Estonia,1991,3.369.548.454,,160.276.566,,0.05051265,2.152.479.333
Estonia,1990,3.670.083.235,,1.680.978.902,,,2.244.101.569
European Union,2012,3.717.116.789,8.589.838.985,3.982.336.449,2.884.981.702,6.450.968.012,3.336.392.512
European Union,2011,3.767.424.031,8.411.013.408,4.010.076.651,3.344.958.557,6.466.252.836,3.408.917.281
European Union,2010,3.907.815.824,8.156.992.319,4.088.011.249,3.123.665.787,6.656.373.039,3.430.935.563
European Union,2009,3.787.629.136,7.749.359.852,4.157.578.474,2.659.106.154,6.554.391.004,3.523.481.876
European Union,2008,4.122.865.757,7.381.634.054,4.252.621.379,4.203.564.626,6.939.018.209,3.734.054.046
European Union,2007,4223517.54,7.009.254.127,4.304.107.789,4.923.776.725,7.361.169.898,3.823.611.795
European Union,2006,4.274.361.361,6.534.541.459,4.381.778.785,5.351.894.975,7.523.013.451,3.826.542.712
European Union,2005,4.262.335.864,6.243.579.505,4.440.502.995,6.000.644.892,8.209.613.525,3.951.688.176
European Union,2004,4286727.15,5.776.808.727,4.530.962.807,7.202.135.814,8.485.408.976,4.042.247.294
European Union,2003,4.276.585.735,5.525.882.136,4.682.864.207,8.543.669.809,8.334.281.918,3.998.546.128
European Union,2002,4.179.713.503,4.996.334.665,4.779.456.989,1.032.912.777,891.901.711,4.050.082.822
European Union,2001,4.205.763.599,46.689.367,4.848.543.662,8.851.352.993,1.009.727.651,4.159.318.536
European Union,2000,4.135.979.679,4.668.203.892,4.951.333.214,9.837.296.488,1.090.487.073,4.231.146.796
European Union,1999,4.109.800.089,4.734.573.493,5.052.233.483,1.153.821.966,1.091.629.692,4.265.197.628
European Union,1998,4.175.864.743,5.389.520.828,5.170.753.322,1.186.241.276,1.326.232.411,4.492.825.858
European Union,1997,4.179.310.815,5.278.839.276,5.307.901.937,1.252.778.315,1.410.271.603,4.716.581.518
European Union,1996,4.270.285.077,4.588.378.685,5.417.924.891,1.349.956.118,1.565.871.634,4.737.612.394
European Union,1995,4169432.3,4.056.030.374,5.457.862.021,1.403.962.676,1.581.354.492,4.675.578.261
European Union,1994,4.121.269.778,3.615.793.878,5.466.844.288,1.431.295.593,1.464.869.003,4.654.668.577
European Union,1993,4.142.068.058,318.902.263,5.591.050.341,1.489.739.974,1.342.050.436,4.620.206.718
European Union,1992,4220160.45,2.938.212.682,5.668.613.707,1.574.568.839,1.247.543.442,4.803.454.086
European Union,1991,4.378.850.038,2.748.166.476,5.858.809.547,1.941.737.814,1.164.347.469,4.988.765.729
European Union,1990,4.437.028.493,278.321.641,6.011.726.345,2.124.998.999,1.117.218.816,5.278.042.711
Finland,2012,5.073.333.314,92.553.428,4.083.290.728,18.908,3.685.141,5.184.830.792
Finland,2011,5.640.334.327,103.177.488,4.122.490.505,13.758,3.582.132,5.266.307.388
Finland,2010,6.348.830.288,11.695.736,426.529.331,0.7497,3.506.847,5.438.403.417
